id,src,month,day,name_cn,name_native,name_romaji,alt_names,types,ptype,work,work_cn,work_year,heat,fav,votes,collects,nsfw,thumb,image,alts,palette,bgm_id,url_al,url_bgm,url_vndb
bgm-bgm91199,vndb,10,27,鬼碑忌浩,鬼碑忌 コウ,Kibiki Kou,,游戏|Galgame,Galgame,コープスパーティー ブラッドカバー,尸体派对 血色笼罩,2006,3556,0,3556,0,,https://lain.bgm.tv/r/400/pic/crt/l/8e/ee/91199_crt_jAapG.jpg,https://lain.bgm.tv/pic/crt/l/8e/ee/91199_crt_jAapG.jpg,https://t.vndb.org/ch/38/18238.jpg,,91199,,https://bgm.tv/character/91199,https://vndb.org/c11264
bgm-bgm20827,vndb,11,8,岸沼良树,岸沼 良樹,Kishinuma Yoshiki,Knight-kun,游戏|Galgame,Galgame,コープスパーティー ブラッドカバー,尸体派对 血色笼罩,2006,3556,0,3556,11,,https://lain.bgm.tv/r/400/pic/crt/l/db/50/20827_crt_w4Hgl.jpg?r=1375628896,https://lain.bgm.tv/pic/crt/l/db/50/20827_crt_w4Hgl.jpg?r=1375628896,https://t.vndb.org/ch/26/18226.jpg,,20827,,https://bgm.tv/character/20827,https://vndb.org/c6501
bgm-bgm91210,vndb,11,24,田久地将五,田久地 将五,Taguchi Shougo,,游戏|Galgame,Galgame,コープスパーティー ブラッドカバー,尸体派对 血色笼罩,2006,3556,0,3556,0,,https://lain.bgm.tv/r/400/pic/crt/l/be/cb/91210_crt_2iW5u.jpg,https://lain.bgm.tv/pic/crt/l/be/cb/91210_crt_2iW5u.jpg,https://t.vndb.org/ch/45/18245.jpg,,91210,,https://bgm.tv/character/91210,https://vndb.org/c11261
bgm-bgm88901,vndb,11,26,山濑千早,山瀬 千早,Yamase Chihaya,,动画|游戏|Galgame,Galgame,コープスパーティー ブラッドカバー,尸体派对 血色笼罩,2006,3556,0,3556,1,,https://lain.bgm.tv/r/400/pic/crt/l/ae/44/91207_crt_c862Q.jpg,https://lain.bgm.tv/pic/crt/l/ae/44/91207_crt_c862Q.jpg,https://lain.bgm.tv/r/400/pic/crt/l/62/cb/88901_crt_29n88.jpg|https://lain.bgm.tv/pic/crt/l/62/cb/88901_crt_29n88.jpg|https://t.vndb.org/ch/93/18193.jpg,,91207,,https://bgm.tv/character/91207,https://vndb.org/c11269
bgm-bgm20826,vndb,12,14,中岛直美,中嶋 直美,Nakashima Naomi,,游戏|Galgame,Galgame,コープスパーティー ブラッドカバー,尸体派对 血色笼罩,2006,3556,0,3556,13,,https://lain.bgm.tv/r/400/pic/crt/l/37/63/20826_crt_xIQhu.jpg?r=1375628853,https://lain.bgm.tv/pic/crt/l/37/63/20826_crt_xIQhu.jpg?r=1375628853,https://t.vndb.org/ch/31/18231.jpg,,20826,,https://bgm.tv/character/20826,https://vndb.org/c6500
bgm-bgm20832,vndb,12,22,篠原世以子,篠原 世以子,Shinohara Seiko,,动画|游戏|Galgame,Galgame,コープスパーティー ブラッドカバー,尸体派对 血色笼罩,2006,3556,0,3556,17,,https://lain.bgm.tv/r/400/pic/crt/l/5c/6d/20832_crt_SNZ62.jpg?r=1375629033,https://lain.bgm.tv/pic/crt/l/5c/6d/20832_crt_SNZ62.jpg?r=1375629033,https://t.vndb.org/ch/97/18197.jpg,,20832,,https://bgm.tv/character/20832,https://vndb.org/c6506
bgm-bgm91197,vndb,12,25,袋井雅人,袋井 雅人,Fukuroi Masato,,游戏|Galgame,Galgame,コープスパーティー ブラッドカバー,尸体派对 血色笼罩,2006,3556,0,3556,0,,https://lain.bgm.tv/r/400/pic/crt/l/ee/df/91197_crt_sh14Y.jpg,https://lain.bgm.tv/pic/crt/l/ee/df/91197_crt_sh14Y.jpg,https://t.vndb.org/ch/36/18236.jpg,,91197,,https://bgm.tv/character/91197,https://vndb.org/c11270
bgm-bgm20831,vndb,12,29,铃本茧,鈴本 繭,Suzumoto Mayu,Suzume / Suzume-chan / すずめちゃん,动画|游戏|Galgame,Galgame,コープスパーティー ブラッドカバー,尸体派对 血色笼罩,2006,3556,0,3556,8,,https://lain.bgm.tv/r/400/pic/crt/l/90/28/20831_crt_FD0DT.jpg?r=1375629013,https://lain.bgm.tv/pic/crt/l/90/28/20831_crt_FD0DT.jpg?r=1375629013,https://t.vndb.org/ch/95/18195.jpg,,20831,,https://bgm.tv/character/20831,https://vndb.org/c6504
bgm-bgm17159,vndb,2,17,,桜濱 雪乃,Ouhama Yukino,,Galgame,Galgame,幼なじみは大統領 My girlfriend is the PRESIDENT.,,2009,3551,0,3551,17,,https://lain.bgm.tv/r/400/pic/crt/l/f8/ba/17159_crt_4uUt3.jpg,https://lain.bgm.tv/pic/crt/l/f8/ba/17159_crt_4uUt3.jpg,https://t.vndb.org/ch/71/47171.jpg,,17159,,https://bgm.tv/character/17159,https://vndb.org/c751
bgm-bgm17161,vndb,3,9,航宙船以西结,航宙船ヱゼキエル,Starship Ezekiel,Ell / エル / 艾露 / エル,Galgame,Galgame,幼なじみは大統領 My girlfriend is the PRESIDENT.,,2009,3551,0,3551,21,,https://lain.bgm.tv/r/400/pic/crt/l/31/35/17161_crt_Iyce7.jpg,https://lain.bgm.tv/pic/crt/l/31/35/17161_crt_Iyce7.jpg,https://t.vndb.org/ch/70/47170.jpg,,17161,,https://bgm.tv/character/17161,https://vndb.org/c753
bgm-bgm17162,vndb,5,17,,三芳 蘭,Miyoshi Ran,,Galgame,Galgame,幼なじみは大統領 My girlfriend is the PRESIDENT.,,2009,3551,0,3551,8,,https://lain.bgm.tv/r/400/pic/crt/l/df/05/17162_crt_00bjb.jpg,https://lain.bgm.tv/pic/crt/l/df/05/17162_crt_00bjb.jpg,https://t.vndb.org/ch/69/47169.jpg,,17162,,https://bgm.tv/character/17162,https://vndb.org/c754
bgm-bgm17160,vndb,10,7,叶莲娜・弗拉基米诺夫娜・普吉娜,イリーナ・ウラジーミロヴナ・プチナ,Irina Vladimirovna Putina,プーちん / Pu-chin / 雷帝 -ライトニング- / Raitei -Lightning-,Galgame,Galgame,幼なじみは大統領 My girlfriend is the PRESIDENT.,,2009,3551,0,3551,22,,https://lain.bgm.tv/r/400/pic/crt/l/cb/fc/17160_crt_Zz6My.jpg,https://lain.bgm.tv/pic/crt/l/cb/fc/17160_crt_Zz6My.jpg,https://t.vndb.org/ch/68/47168.jpg,,17160,,https://bgm.tv/character/17160,https://vndb.org/c752
bgm-bgm161560,vndb,1,17,濑尾晶,瀬尾 晶,Seo Akira,,动画|游戏|Galgame,Galgame,歌月十夜,歌月十夜,2001,3522,0,3522,2,,https://lain.bgm.tv/r/400/pic/crt/l/db/4f/161560_crt_Xna19.jpg,https://lain.bgm.tv/pic/crt/l/db/4f/161560_crt_Xna19.jpg,https://t.vndb.org/ch/17/117.jpg,,161560,,https://bgm.tv/character/161560,https://vndb.org/c86
bgm-bgm161561,vndb,2,28,月姬苍香,月姫 蒼香,Tsukihime Souka,,动画|游戏|Galgame,Galgame,歌月十夜,歌月十夜,2001,3522,0,3522,1,,https://lain.bgm.tv/r/400/pic/crt/l/25/68/161561_crt_MP8Vt.jpg,https://lain.bgm.tv/pic/crt/l/25/68/161561_crt_MP8Vt.jpg,https://t.vndb.org/ch/46/6346.jpg,,161561,,https://bgm.tv/character/161561,https://vndb.org/c6189
bgm-bgm65681,vndb,3,20,奈奈子,ななこ,Nanako,Seven / Seventh Holy Scripture / 奈奈子 / 第七圣典,动画|游戏|Galgame,Galgame,歌月十夜,歌月十夜,2001,3522,0,3522,21,,https://lain.bgm.tv/r/400/pic/crt/l/ef/c7/65681_crt_2O4Hl.jpg?r=1534829286,https://lain.bgm.tv/pic/crt/l/ef/c7/65681_crt_2O4Hl.jpg?r=1534829286,https://lain.bgm.tv/r/400/pic/crt/l/f6/67/29695_crt_lSz52.jpg?r=1431215110|https://lain.bgm.tv/pic/crt/l/f6/67/29695_crt_lSz52.jpg?r=1431215110|https://t.vndb.org/ch/27/6327.jpg,,29695,,https://bgm.tv/character/29695,https://vndb.org/c6172
bgm-bgm161568,vndb,4,2,时南朱鹭惠,時南 朱鷺恵,Jinan Tokie,,Galgame,Galgame,歌月十夜,歌月十夜,2001,3522,0,3522,1,,https://lain.bgm.tv/r/400/pic/crt/l/b7/c8/161568_crt_9fCw7.jpg,https://lain.bgm.tv/pic/crt/l/b7/c8/161568_crt_9fCw7.jpg,https://t.vndb.org/ch/16/120916.jpg,,161568,,https://bgm.tv/character/161568,https://vndb.org/c99896
bgm-bgm161562,vndb,6,7,三泽羽居,三澤 羽居,Misawa Hanei,Hanepin,动画|游戏|Galgame,Galgame,歌月十夜,歌月十夜,2001,3522,0,3522,2,,https://lain.bgm.tv/r/400/pic/crt/l/54/97/161562_crt_ZUOsw.jpg,https://lain.bgm.tv/pic/crt/l/54/97/161562_crt_ZUOsw.jpg,https://t.vndb.org/ch/44/6344.jpg,,161562,,https://bgm.tv/character/161562,https://vndb.org/c6187
bgm-bgm161564,vndb,10,10,乾一子,乾 一子,Inui Ichigo,Inui Ichiko,Galgame,Galgame,歌月十夜,歌月十夜,2001,3522,0,3522,1,,https://lain.bgm.tv/r/400/pic/crt/l/a2/e1/161564_crt_2ECCE.jpg,https://lain.bgm.tv/pic/crt/l/a2/e1/161564_crt_2ECCE.jpg,https://t.vndb.org/ch/45/6345.jpg,,161564,,https://bgm.tv/character/161564,https://vndb.org/c6188
al124136,anilist,12,12,陈毛利,진모리,Mo-Ri Jin,,动画|漫画,动画,THE GOD OF HIGH SCHOOL ゴッド・オブ・ハイスクール,高校之神,2020,3504,3504,0,4,,https://lain.bgm.tv/r/400/pic/crt/l/5c/21/76973_crt_r10fu.jpg,https://lain.bgm.tv/pic/crt/l/5c/21/76973_crt_r10fu.jpg,https://s4.anilist.co/file/anilistcdn/character/medium/b124136-mdvrdRyKVn4R.png|https://s4.anilist.co/file/anilistcdn/character/large/b124136-mdvrdRyKVn4R.png,,76973,https://anilist.co/character/124136,https://bgm.tv/character/76973,
al11895,anilist,5,20,纳兰迦·吉尔卡,ナランチャ・ギルガ,Narancia Ghirga,小飞机,动画|漫画|轻小说|游戏,动画,ジョジョの奇妙な冒険 黄金の風,JOJO的奇妙冒险 黄金之风,2018,3503,3503,0,33,,https://lain.bgm.tv/r/400/pic/crt/l/35/c3/18587_crt_taGTb.jpg?r=1370864981,https://lain.bgm.tv/pic/crt/l/35/c3/18587_crt_taGTb.jpg?r=1370864981,https://s4.anilist.co/file/anilistcdn/character/medium/b11895-qLSpMN3gVLHP.png|https://s4.anilist.co/file/anilistcdn/character/large/b11895-qLSpMN3gVLHP.png,,18587,https://anilist.co/character/11895,https://bgm.tv/character/18587,
al88950,anilist,1,9,乙坂有宇,乙坂有宇,Yuu Otosaka,One-Eyed Grim Reaper,动画|漫画,动画,Charlotte(シャーロット),夏洛特,2015,3500,3500,0,91,,https://lain.bgm.tv/r/400/pic/crt/l/49/14/30056_crt_JHvh3.jpg?r=1432823591,https://lain.bgm.tv/pic/crt/l/49/14/30056_crt_JHvh3.jpg?r=1432823591,https://s4.anilist.co/file/anilistcdn/character/medium/b88950-0ER2ke5pswxq.png|https://s4.anilist.co/file/anilistcdn/character/large/b88950-0ER2ke5pswxq.png,,30056,https://anilist.co/character/88950,https://bgm.tv/character/30056,
al2169,anilist,5,28,泉此方,泉こなた,Konata Izumi,Kona-chan / KonaKona / Densetsu no Shoujo A / 传说中的少女A,动画|漫画|Galgame,动画,らき☆すた,幸运星,2007,3496,3496,31,1250,,https://lain.bgm.tv/r/400/pic/crt/l/e9/de/275_crt_Cb3dp.jpg,https://lain.bgm.tv/pic/crt/l/e9/de/275_crt_Cb3dp.jpg,https://s4.anilist.co/file/anilistcdn/character/medium/2169-5xDzQnt3MtQk.png|https://s4.anilist.co/file/anilistcdn/character/large/2169-5xDzQnt3MtQk.png|https://t.vndb.org/ch/04/85804.jpg,,275,https://anilist.co/character/2169,https://bgm.tv/character/275,https://vndb.org/c8414
al167841,anilist,6,12,三谷隆,三ツ谷隆,Takashi Mitsuya,Taka / Joker,动画|漫画,动画,東京リベンジャーズ,东京复仇者,2021,3493,3493,0,7,,https://lain.bgm.tv/r/400/pic/crt/l/fd/6a/86053_crt_85BIX.jpg?r=1616764108,https://lain.bgm.tv/pic/crt/l/fd/6a/86053_crt_85BIX.jpg?r=1616764108,https://s4.anilist.co/file/anilistcdn/character/medium/b167841-Pp08TBnzGhK4.jpg|https://s4.anilist.co/file/anilistcdn/character/large/b167841-Pp08TBnzGhK4.jpg,,86053,https://anilist.co/character/167841,https://bgm.tv/character/86053,
al81751,anilist,3,31,栗山未来,栗山未来,Mirai Kuriyama,くりやまみらい,动画|漫画,动画,境界の彼方,境界的彼方,2013,3476,3476,0,467,,https://lain.bgm.tv/r/400/pic/crt/l/a7/e2/20890_crt_lZEaV.jpg?r=1612039348,https://lain.bgm.tv/pic/crt/l/a7/e2/20890_crt_lZEaV.jpg?r=1612039348,https://s4.anilist.co/file/anilistcdn/character/medium/b81751-nUEIrhRFlkKc.png|https://s4.anilist.co/file/anilistcdn/character/large/b81751-nUEIrhRFlkKc.png,,20890,https://anilist.co/character/81751,https://bgm.tv/character/20890,
al147005,anilist,8,26,更科瑠夏,更科瑠夏,Ruka Sarashina,るか / sara_gatangoton / 更科るか,动画|漫画|游戏,动画,彼女、お借りします,出租女友,2020,3474,3474,0,240,,https://lain.bgm.tv/r/400/pic/crt/l/e6/36/73837_crt_8mMHz.jpg,https://lain.bgm.tv/pic/crt/l/e6/36/73837_crt_8mMHz.jpg,https://s4.anilist.co/file/anilistcdn/character/medium/b147005-5vLFz3lTsssh.png|https://s4.anilist.co/file/anilistcdn/character/large/b147005-5vLFz3lTsssh.png,,73837,https://anilist.co/character/147005,https://bgm.tv/character/73837,
al129841,anilist,11,19,奇弗利,キーフリー,Qifrey,Kieffrey / 奇夫利,动画|漫画,动画,とんがり帽子のアトリエ,尖帽子的魔法工房,2026,3464,3464,0,26,,https://lain.bgm.tv/r/400/pic/crt/l/78/cf/61334_crt_kammx.jpg,https://lain.bgm.tv/pic/crt/l/78/cf/61334_crt_kammx.jpg,https://s4.anilist.co/file/anilistcdn/character/medium/b129841-brgGFuOv1h0n.png|https://s4.anilist.co/file/anilistcdn/character/large/b129841-brgGFuOv1h0n.png,,61334,https://anilist.co/character/129841,https://bgm.tv/character/61334,
al907,anilist,1,31,朽木白哉,朽木白哉,Byakuya Kuchiki,Bya-kun,动画|漫画,动画,BLEACH,死神,2004,3462,3462,0,65,,https://lain.bgm.tv/r/400/pic/crt/l/d6/c7/6789_crt_KINGX.jpg?r=1779275343,https://lain.bgm.tv/pic/crt/l/d6/c7/6789_crt_KINGX.jpg?r=1779275343,https://s4.anilist.co/file/anilistcdn/character/medium/b907-kgnDKeMtEN5y.png|https://s4.anilist.co/file/anilistcdn/character/large/b907-kgnDKeMtEN5y.png,,6789,https://anilist.co/character/907,https://bgm.tv/character/6789,
al84681,anilist,11,29,雪音,雪音,Yukine,Sekki / Yukki,动画|漫画,动画,ノラガミ,野良神,2014,3457,3457,0,76,,https://lain.bgm.tv/r/400/pic/crt/l/c3/96/22816_crt_5Yioo.jpg?r=1389082899,https://lain.bgm.tv/pic/crt/l/c3/96/22816_crt_5Yioo.jpg?r=1389082899,https://s4.anilist.co/file/anilistcdn/character/medium/b84681-vFMPNxeDkoqt.png|https://s4.anilist.co/file/anilistcdn/character/large/b84681-vFMPNxeDkoqt.png,,22816,https://anilist.co/character/84681,https://bgm.tv/character/22816,
al218267,anilist,10,24,陆光,陆光,Guang Lu,陸光 / ルー・グアン / Hikaru (ヒカル),动画|Galgame,动画,时光代理人,时光代理人,2021,3452,3452,0,22,,https://lain.bgm.tv/r/400/pic/crt/l/a6/93/98248_crt_k1j8n.jpg?r=1646924315,https://lain.bgm.tv/pic/crt/l/a6/93/98248_crt_k1j8n.jpg?r=1646924315,https://s4.anilist.co/file/anilistcdn/character/medium/b218267-dl2RO0rxGOAU.png|https://s4.anilist.co/file/anilistcdn/character/large/b218267-dl2RO0rxGOAU.png,,98248,https://anilist.co/character/218267,https://bgm.tv/character/98248,
al88993,anilist,8,28,一濑红莲,一瀬グレン,Guren Ichinose,Baka-Guren,动画|漫画,动画,終わりのセラフ,终结的炽天使,2015,3449,3449,0,25,,https://lain.bgm.tv/r/400/pic/crt/l/64/61/28625_crt_pLxZl.jpg?r=1420139381,https://lain.bgm.tv/pic/crt/l/64/61/28625_crt_pLxZl.jpg?r=1420139381,https://s4.anilist.co/file/anilistcdn/character/medium/b88993-YNw36YYleasn.png|https://s4.anilist.co/file/anilistcdn/character/large/b88993-YNw36YYleasn.png,,28625,https://anilist.co/character/88993,https://bgm.tv/character/28625,
al133678,anilist,3,21,五条新菜,五条新菜,Wakana Gojou,Wacchan (わっちゃん),动画|漫画,动画,その着せ替え人形は恋をする,更衣人偶坠入爱河,2022,3446,3446,0,88,,https://lain.bgm.tv/r/400/pic/crt/l/ee/8c/102091_crt_Xpn32.jpg?r=1635174188,https://lain.bgm.tv/pic/crt/l/ee/8c/102091_crt_Xpn32.jpg?r=1635174188,https://s4.anilist.co/file/anilistcdn/character/medium/b133678-IitCgjDxQGgu.png|https://s4.anilist.co/file/anilistcdn/character/large/b133678-IitCgjDxQGgu.png,,102091,https://anilist.co/character/133678,https://bgm.tv/character/102091,
al124143,anilist,8,8,琥珀,コハク,Kohaku,,动画|漫画|Galgame,动画,Dr.STONE,石纪元,2019,3436,3436,46,126,,https://lain.bgm.tv/r/400/pic/crt/l/38/2f/70123_crt_pPv66.jpg?r=1566020380,https://lain.bgm.tv/pic/crt/l/38/2f/70123_crt_pPv66.jpg?r=1566020380,https://s4.anilist.co/file/anilistcdn/character/medium/b124143-DABUFs3cPNrP.png|https://s4.anilist.co/file/anilistcdn/character/large/b124143-DABUFs3cPNrP.png|https://t.vndb.org/ch/68/57868.jpg,,70123,https://anilist.co/character/124143,https://bgm.tv/character/70123,https://vndb.org/c48293
al195602,anilist,12,6,椎名真昼,椎名真昼,Mahiru Shiina,Angel / Mahirun / まひるん,动画|漫画|轻小说,动画,お隣の天使様にいつの間にか駄目人間にされていた件,关于我在无意间被隔壁的天使变成废柴这件事,2023,3412,3412,0,403,,https://lain.bgm.tv/r/400/pic/crt/l/f2/15/76270_crt_PPV8N.jpg?r=1675514638,https://lain.bgm.tv/pic/crt/l/f2/15/76270_crt_PPV8N.jpg?r=1675514638,https://s4.anilist.co/file/anilistcdn/character/medium/b195602-Cc0vrUDl7r15.png|https://s4.anilist.co/file/anilistcdn/character/large/b195602-Cc0vrUDl7r15.png,,76270,https://anilist.co/character/195602,https://bgm.tv/character/76270,
al127840,anilist,5,23,古贺朋绘,古賀朋絵,Tomoe Koga,Schoolgirl of Justice / Petite Devil,动画|漫画,动画,青春ブタ野郎はバニーガール先輩の夢を見ない,青春笨蛋少年不做兔女郎学姐的梦,2018,3407,3407,0,295,,https://lain.bgm.tv/r/400/pic/crt/l/06/d5/61553_crt_5S5SC.jpg?r=1753912650,https://lain.bgm.tv/pic/crt/l/06/d5/61553_crt_5S5SC.jpg?r=1753912650,https://s4.anilist.co/file/anilistcdn/character/medium/b127840-z2LUox2R2Ivg.jpg|https://s4.anilist.co/file/anilistcdn/character/large/b127840-z2LUox2R2Ivg.jpg,,61553,https://anilist.co/character/127840,https://bgm.tv/character/61553,
al13783,anilist,7,1,夏目贵志,夏目貴志,Takashi Natsume,Nutmeg,动画|漫画,动画,夏目友人帳,夏目友人帐,2008,3393,3393,0,675,,https://lain.bgm.tv/r/400/pic/crt/l/62/dd/74_crt_Zt22s.jpg,https://lain.bgm.tv/pic/crt/l/62/dd/74_crt_Zt22s.jpg,https://s4.anilist.co/file/anilistcdn/character/medium/b13783-FvmhRaCOKzKQ.png|https://s4.anilist.co/file/anilistcdn/character/large/b13783-FvmhRaCOKzKQ.png,,74,https://anilist.co/character/13783,https://bgm.tv/character/74,
al268677,anilist,1,28,䌷凛太郎,紬凛太郎,Rintarou Tsumugi,,动画|漫画,动画,薫る花は凛と咲く,薰香花朵凛然绽放,2025,3374,3374,0,25,,https://lain.bgm.tv/r/400/pic/crt/l/3e/72/157751_crt_R8Rus.jpg?r=1742622900,https://lain.bgm.tv/pic/crt/l/3e/72/157751_crt_R8Rus.jpg?r=1742622900,https://s4.anilist.co/file/anilistcdn/character/medium/b268677-APMPGH67QqPr.jpg|https://s4.anilist.co/file/anilistcdn/character/large/b268677-APMPGH67QqPr.jpg,,157751,https://anilist.co/character/268677,https://bgm.tv/character/157751,
al8087,anilist,4,4,乔纳森·乔斯达,ジョナサン・ジョースター,Jonathan Joestar,JoJo / jojo,动画|漫画,动画,ジョジョの奇妙な冒険 (TV),,2012,3356,3356,0,148,,https://lain.bgm.tv/r/400/pic/crt/l/69/9a/3319_crt_2XP3w.jpg?r=1371547170,https://lain.bgm.tv/pic/crt/l/69/9a/3319_crt_2XP3w.jpg?r=1371547170,https://s4.anilist.co/file/anilistcdn/character/medium/b8087-GTrObHQvujB5.png|https://s4.anilist.co/file/anilistcdn/character/large/b8087-GTrObHQvujB5.png,,3319,https://anilist.co/character/8087,https://bgm.tv/character/3319,
al137263,anilist,12,16,山田浅卫门佐切,佐切,Sagiri,Yamada Asaemon Sagiri (山田浅ェ門佐切) / 佐切 / 山田浅卫门试一刀流十二位 佐切,动画|漫画,动画,地獄楽,地狱乐,2023,3347,3347,0,199,,https://lain.bgm.tv/r/400/pic/crt/l/ff/ab/86630_crt_p79IX.jpg?r=1681629455,https://lain.bgm.tv/pic/crt/l/ff/ab/86630_crt_p79IX.jpg?r=1681629455,https://s4.anilist.co/file/anilistcdn/character/medium/b137263-I2krXFEFOHjL.png|https://s4.anilist.co/file/anilistcdn/character/large/b137263-I2krXFEFOHjL.png,,86630,https://anilist.co/character/137263,https://bgm.tv/character/86630,
vndb-c29640,vndb,5,29,泽渡澪,沢渡 澪,Sawatari Rei,Sanzui,Galgame,Galgame,クロノクロック,柯罗的怀表,2015,3342,0,3342,2,,https://lain.bgm.tv/r/400/pic/crt/l/07/8e/30038_crt_U8KaR.jpg,https://lain.bgm.tv/pic/crt/l/07/8e/30038_crt_U8KaR.jpg,https://t.vndb.org/ch/27/35727.jpg,,30038,,https://bgm.tv/character/30038,https://vndb.org/c29640
bgm-bgm30033,vndb,6,30,城之内真琴,城之内 真琴,Jounouchi Makoto,,Galgame,Galgame,クロノクロック,柯罗的怀表,2015,3342,0,3342,45,,https://lain.bgm.tv/r/400/pic/crt/l/d7/13/30033_crt_TdcPj.jpg,https://lain.bgm.tv/pic/crt/l/d7/13/30033_crt_TdcPj.jpg,https://t.vndb.org/ch/67/61767.jpg,,30033,,https://bgm.tv/character/30033,https://vndb.org/c29632
bgm-bgm30034,vndb,7,26,泽渡满,沢渡 満,Sawatari Michiru,,Galgame,Galgame,クロノクロック,柯罗的怀表,2015,3342,0,3342,66,,https://lain.bgm.tv/r/400/pic/crt/l/5e/0e/30034_crt_Z0vHo.jpg,https://lain.bgm.tv/pic/crt/l/5e/0e/30034_crt_Z0vHo.jpg,https://t.vndb.org/ch/65/61765.jpg,,30034,,https://bgm.tv/character/30034,https://vndb.org/c29633
vndb-c29634,vndb,8,2,,安藤 美咲,Andou Misaki,,Galgame,Galgame,クロノクロック,柯罗的怀表,2015,3342,0,3342,0,,https://t.vndb.org/ch/69/61769.jpg,https://t.vndb.org/ch/69/61769.jpg,,#57454a #917e7f #cdbab5 #f0e3d8 #f4f3f2 #ffffff,,,,https://vndb.org/c29634
bgm-bgm30036,vndb,9,22,多萝西・戴文波特,ドロシー・ダヴェンポート,Dorothy Davenport,D・D / D・D,Galgame,Galgame,クロノクロック,柯罗的怀表,2015,3342,0,3342,12,,https://lain.bgm.tv/r/400/pic/crt/l/54/c5/30036_crt_pg77E.jpg,https://lain.bgm.tv/pic/crt/l/54/c5/30036_crt_pg77E.jpg,https://t.vndb.org/ch/68/61768.jpg,,30036,,https://bgm.tv/character/30036,https://vndb.org/c29635
bgm-bgm30037,vndb,10,13,铃木美羽,鈴木 みう,Suzuki Miu,Mii-chan,Galgame,Galgame,クロノクロック,柯罗的怀表,2015,3342,0,3342,24,,https://lain.bgm.tv/r/400/pic/crt/l/0f/ee/30037_crt_ix5y3.jpg,https://lain.bgm.tv/pic/crt/l/0f/ee/30037_crt_ix5y3.jpg,https://t.vndb.org/ch/64/61764.jpg,,30037,,https://bgm.tv/character/30037,https://vndb.org/c29636
bgm-bgm30039,vndb,11,8,石田秀二,石田 秀二,Ishida Shuuji,,Galgame,Galgame,クロノクロック,柯罗的怀表,2015,3342,0,3342,1,,https://lain.bgm.tv/r/400/pic/crt/l/74/7e/30039_crt_A4J88.jpg,https://lain.bgm.tv/pic/crt/l/74/7e/30039_crt_A4J88.jpg,https://t.vndb.org/ch/63/61763.jpg,,30039,,https://bgm.tv/character/30039,https://vndb.org/c29637
bgm-bgm11978,vndb,3,19,上月由良,上月 由良,Kouzuki Yura,,动画|Galgame,Galgame,カルタグラ～ツキ狂イノ病～,恋狱～月狂病～,2005,3324,0,3324,215,,https://lain.bgm.tv/r/400/pic/crt/l/3e/8d/11978_crt_4ePmm.jpg,https://lain.bgm.tv/pic/crt/l/3e/8d/11978_crt_4ePmm.jpg,https://t.vndb.org/ch/83/148783.jpg,,11978,,https://bgm.tv/character/11978,https://vndb.org/c16801
bgm-bgm52614,vndb,7,17,雨雀,雨雀,Ujaku,,动画|Galgame,Galgame,カルタグラ～ツキ狂イノ病～,恋狱～月狂病～,2005,3324,0,3324,16,1,https://lain.bgm.tv/r/400/pic/crt/l/09/4a/52614_crt_09Nx8.jpg,https://lain.bgm.tv/pic/crt/l/09/4a/52614_crt_09Nx8.jpg,https://t.vndb.org/ch/94/148794.jpg,,52614,,https://bgm.tv/character/52614,https://vndb.org/c27168
bgm-bgm11351,vndb,8,13,绫崎楼子,綾崎 楼子,Ayasaki Takako,,动画|Galgame,Galgame,カルタグラ～ツキ狂イノ病～,恋狱～月狂病～,2005,3324,0,3324,33,,https://lain.bgm.tv/r/400/pic/crt/l/d3/b6/11351_crt_Yux2Y.jpg,https://lain.bgm.tv/pic/crt/l/d3/b6/11351_crt_Yux2Y.jpg,https://t.vndb.org/ch/86/148786.jpg,,11351,,https://bgm.tv/character/11351,https://vndb.org/c27169
bgm-bgm52616,vndb,8,23,有岛一磨,有島 一磨,Arishima Kazuma,Narahashi Kazuma,Galgame,Galgame,カルタグラ～ツキ狂イノ病～,恋狱～月狂病～,2005,3324,0,3324,2,,https://lain.bgm.tv/r/400/pic/crt/l/eb/48/52616_crt_YqEtu.jpg,https://lain.bgm.tv/pic/crt/l/eb/48/52616_crt_YqEtu.jpg,https://t.vndb.org/ch/85/148785.jpg,,52616,,https://bgm.tv/character/52616,https://vndb.org/c25666
bgm-bgm52632,vndb,10,25,赤尾生马,赤尾 生馬,Akao Ikuma,XX,Galgame,Galgame,カルタグラ～ツキ狂イノ病～,恋狱～月狂病～,2005,3324,0,3324,0,,https://lain.bgm.tv/r/400/pic/crt/l/a4/4f/52632_crt_ummDs.jpg,https://lain.bgm.tv/pic/crt/l/a4/4f/52632_crt_ummDs.jpg,https://t.vndb.org/ch/84/148784.jpg,,52632,,https://bgm.tv/character/52632,https://vndb.org/c95354
bgm-bgm52631,vndb,12,2,乙羽,乙羽,Otoha,Nakajima Ikuyo,动画|Galgame,Galgame,カルタグラ～ツキ狂イノ病～,恋狱～月狂病～,2005,3324,0,3324,3,,https://lain.bgm.tv/r/400/pic/crt/l/49/d6/52631_crt_7Hj6q.jpg,https://lain.bgm.tv/pic/crt/l/49/d6/52631_crt_7Hj6q.jpg,https://t.vndb.org/ch/89/148789.jpg,,52631,,https://bgm.tv/character/52631,https://vndb.org/c95405
